SKU;descr
330878,"<!DOCTYPE html ><html>    <head>        <title>009621</title>    </head>    <body>        <span style='font-size: 10px; font-family: verdana;'><strong><span style='text-decoration: underline;'>Adabi Masin Salty Soy Sauce - 340ml</span></strong><br />        <br />        Manufactured by Adabi Consumer Industries Sdn Bhd<br />        <br />        Imported by W.Wing Yip Plc<br />        <br />        <br />        Adabi Soy Sauce Quality: Reverse Osmosis (RO) Water is hygenic water that is free from impurities and chlorine.  It is used to produce high quality Adabi soy sauce.  Adabi Quality Seal guarantees the high quality production of Adabi products using state-of-the-art technology and processed at the highest standard of Adabi Quality Control Department.  Nutrients that help strenghten body immune system, bones, teeth and eyesight.<br />        <br />        <br />        <span style='text-decoration: underline;'><strong>Ingredients:<br />        <br />        </strong></span><strong style='font-weight: bold;'><span style='font-weight: normal;'></span></strong><strong><span style='font-weight: bold;'></span><span style='font-weight: normal;'>Soy bean extract, RO water, salt, sugar and caramel.  Contains sodium benzoate as permitted preservative and monodosium glutamate as permitted flavour enhancer.</span><br />        </strong><span style='text-decoration: underline;'><strong><br />        <br />        </strong></span><span style='text-decoration: underline;'><strong>Allergen Advice:<br />        </strong></span><br />        No allergen advice given, please see ingredients.  Contains soy bean extract.<br />        <br />        <br />        <span style='text-decoration: underline;'><strong>Storage:</strong></span><br />        <br />        Refrigerate after opening.  Close cap after use.<br />        <br />        <br />        <br />        <span style='text-decoration: underline;'><strong>Nutrition Information:</strong></span><br />        <br />        </span>        <table>            <thead>            </thead>            <tbody>                <tr>                    <td style='border-top: 3px solid; border-right: 3px solid; border-bottom: 3px solid; border-left: 3px solid;'><span style='font-size: 10px; font-family: verdana;'><strong>Typical Values <br />                    </strong></span></td>                    <td align='center' style='border-top: 3px solid; border-right: 3px solid; border-bottom: 3px solid; border-left: 3px solid;'><span style='font-size: 10px; font-family: verdana;'><strong>Amount Per 100g<br />                    </strong></span></td>                </tr>                <tr>                    <td align='left' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'> Energy</span></td>                    <td align='center' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'>178kJ/178kcal<br />                    </span></td>                </tr>                <tr>                    <td align='left' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'> Protein</span></td>                    <td align='center' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'>5.4g<br />                    </span></td>                </tr>                <tr>                    <td align='left' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'> Carbohydrate</span></td>                    <td align='center' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'>38.5g<br />                    </span></td>                </tr>                <tr>                    <td align='left' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'> of which sugars<br />                    </span></td>                    <td align='center' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'>32.16g<br />                    </span></td>                </tr>                <tr>                    <td align='left' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'> Fat</span></td>                    <td align='center' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'>0.2g</span></td>                </tr>                <tr>                    <td align='left' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'> of which saturates<br />                    </span></td>                    <td align='center' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'>0g<br />                    </span></td>                </tr>                <tr>                    <td align='left' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'> Fibre</span></td>                    <td align='center' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'>0g<br />                    </span></td>                </tr>                <tr>                    <td align='left' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;' colspan='1'><span style='font-size: 10px; font-family: verdana;'> Sodium</span></td>                    <td align='center' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;' colspan='1'><span style='font-size: 10px; font-family: verdana;'>9430.7mg <br />                    </span></td>                </tr>                <tr>                    <td align='left' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;' colspan='1'><span style='font-size: 10px; font-family: verdana;'> </span></td>                    <td style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;' colspan='1'><span style='font-size: 10px; font-family: verdana;'> <strong>per 25ml serving          %RDA*</strong><br />                    </span></td>                </tr>                <tr>                    <td align='left' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;' colspan='1'><span style='font-size: 10px; font-family: verdana;'> Vitamin A<br />                    </span></td>                    <td style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;' colspan='1'><span style='font-size: 10px; font-family: verdana;'>     <br />               '040220,"<!DOCTYPE html ><html>    <head>        <title>009621</title>    </head>    <body>        <span style='font-size: 10px; font-family: verdana;'><strong><span style='text-decoration: underline;'>Adabi Manis Sweet Soy Sauce - 340ml</span></strong><br />        <br />        Manufactured by Adabi Consumer Industries Sdn Bhd<br />        <br />        Imported by W.Wing Yip Plc<br />        <br />        <br />        Adabi Soy Sauce Quality: Reverse Osmosis (RO) Water is hygenic water that is free from impurities and chlorine.  It is used to produce high quality Adabi soy sauce.  Adabi Quality Seal guarantees the high quality production of Adabi products using state-of-the-art technology and processed at the highest standard of Adabi Quality Control Department.  Nutrients that help strenghten body immune system, bones, teeth and eyesight.<br />        <br />        <br />        <span style='text-decoration: underline;'><strong>Ingredients:<br />        <br />        </strong></span><strong style='font-weight: bold;'><span style='font-weight: normal;'></span></strong><strong><span style='font-weight: bold;'></span><span style='font-weight: normal;'>Soy bean extract, RO water, salt, sugar and caramel.  Contains sodium benzoate as permitted preservative and monodosium glutamate as permitted flavour enhancer.</span><br />        </strong><span style='text-decoration: underline;'><strong><br />        <br />        </strong></span><span style='text-decoration: underline;'><strong>Allergen Advice:</strong></span><br />        <br />        No allergen advice given, please see ingredients.  Contains soy bean extract.<br />        <br />        <br />        <span style='text-decoration: underline;'><strong>Storage:<br />        </strong></span><br />        Refrigerate after opening.  Close cap after use.<br />        <br />        <br />        <br />        <span style='text-decoration: underline;'><strong>Nutrition Information:</strong></span><br />        <br />        </span>        <table>            <thead>            </thead>            <tbody>                <tr>                    <td style='border-top: 3px solid; border-right: 3px solid; border-bottom: 3px solid; border-left: 3px solid;'><span style='font-size: 10px; font-family: verdana;'><strong>Typical Values <br />                    </strong></span></td>                    <td align='center' style='border-top: 3px solid; border-right: 3px solid; border-bottom: 3px solid; border-left: 3px solid;'><span style='font-size: 10px; font-family: verdana;'><strong>Amount Per 100g<br />                    </strong></span></td>                </tr>                <tr>                    <td align='left' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'> Energy</span></td>                    <td align='center' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'>779.77kJ/185.66kcal<br />                    </span></td>                </tr>                <tr>                    <td align='left' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'> Protein</span></td>                    <td align='center' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'>1.5g<br />                    </span></td>                </tr>                <tr>                    <td align='left' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'> Carbohydrate</span></td>                    <td align='center' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'>44.84g<br />                    </span></td>                </tr>                <tr>                    <td align='left' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'> of which sugars<br />                    </span></td>                    <td align='center' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'>32.16g<br />                    </span></td>                </tr>                <tr>                    <td align='left' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'> Fat</span></td>                    <td align='center' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'>1.17</span>g</td>                </tr>                <tr>                    <td align='left' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'> of which saturates<br />                    </span></td>                    <td align='center' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'>0g<br />                    </span></td>                </tr>                <tr>                    <td align='left' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'> Fibre</span></td>                    <td align='center' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;'><span style='font-size: 10px; font-family: verdana;'>0g<br />                    </span></td>                </tr>                <tr>                    <td align='left' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;' colspan='1'><span style='font-size: 10px; font-family: verdana;'> Sodium</span></td>                    <td align='center' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;' colspan='1'><span style='font-size: 10px; font-family: verdana;'>9430.7m<br />                    </span></td>                </tr>                <tr>                    <td align='left' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;' colspan='1'><span style='font-size: 10px; font-family: verdana;'> </span></td>                    <td style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;' colspan='1'><span style='font-size: 10px; font-family: verdana;'> <strong>per 25ml serving          %RDA*</strong><br />                    </span></td>                </tr>                <tr>                    <td align='left' style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;' colspan='1'><span style='font-size: 10px; font-family: verdana;'> Vitamin A<br />                    </span></td>                    <td style='border-top: 1px solid; border-right: 1px solid; border-bottom: 1px solid; border-left: 1px solid;' colspan='1'><span style='font-size: 10px; font-family: verdana;'>     <br />         '040170,"<p><strong><span style='text-decoration: underline;'>General Information</span></strong></p><p>Prepared spice sachet</p><p>Dark red, spicy, slightly sweet and sour , with an exotic aroma of spices and tomato in a viscous, fine paste</p><p>Add contents to make a spicy fried rice</p><p>Product of Malaysia</p><p> </p><p> </p><p> </p><p> </p><p><strong><span style='text-decoration: underline;'>Ingredients</span></strong></p><p>Dried Chilli, Dried Prawns, Fish sauce, Shallot, Monosodium Glutamate, Cooking oil, permitted flavours</p>"
040170,"<p><strong><span style='text-decoration: underline;'>General Information</span></strong></p><p>Prepared spice sachet</p><p>Dark red, spicy, slightly sweet and sour , with an exotic aroma of spices and tomato in a viscous, fine paste</p><p>Add contents to make a spicy fried rice</p><p>Product of Malaysia</p><p> </p><p> </p><p> </p><p> </p><p><strong><span style='text-decoration: underline;'>Ingredients</span></strong></p><p>Dried Chilli, Dried Prawns, Fish sauce, Shallot, Monosodium Glutamate, Cooking oil, permitted flavours</p>"
298950,"<p>Traditional Five Spice flavoured beef jerky. </p><p>Product of UK</p><p><strong>Ingredients</strong></p><p>Beef, cane sugar, sweetener, light soy sauce</p><p>salt, glycine, alanine, beef extract, dark soy sauce, five spice powder, monosodium glutamate, sodium chloride, sucrose, disodium succinate, sodium 5&#39,"-inosinate, sodium 5&#39,"-guanylate, white pepper powder, glucose flavouring compound, multi spices, potassium sorbate. <br /></p><p><br /></p>"
221630,"<p><strong><span style='text-decoration: underline;'>General Information</span></strong></p><p>A vegetarian alternative to gelatine.</p><p>Halal approved</p><p></p><p></p><p></p><p>Product of Malaysia</p><p></p><p></p><p></p><p></p><p><strong><span style='text-decoration: underline;'>Ingredients</span></strong></p><p>seaweed</p>"
346106,"Breakfast snack<br />"
340000,"<!DOCTYPE html ><html>    <head>        <title>009621</title>    </head>    <body>        <span style='font-family: verdana; font-size: 10px;'><span style='text-decoration: underline;'><strong>AGV Chilli Sauce - 165g</strong></span><br />        <br />        Imported by Taipac Ltd<br />        <br />        Product of Taiwan<br />        <br />        <br />        <span style='text-decoration: underline;'><strong>Ingredients:</strong></span><br />        <br />        Tomato, long pepper (40%), sugar, salt, mushroom extract, antioxidant: E330<br />        <br />        <br />        <span style='text-decoration: underline;'><strong>Allergen Advice:</strong></span><br />        <br />        No allergen advice, please see ingredients<br />        <br />        <br />        <span style='text-decoration: underline;'><strong>Storage:</strong></span><br />        <br />        Keep in a cool dry place. &nbsp;Refrigerate after opening.<br />        <br />        <span style='text-decoration: underline;'><strong>Nutrition Information:</strong></span><br />        <br />        </span>        <table>            <thead>            </thead>            <tbody>                <tr>                    <td style='border-style: solid; border-width: 3px;'><span style='font-family: verdana; font-size: 10px;'><strong>Typical Values <br />                    </strong></span></td>                    <td align='center' style='border-style: solid; border-width: 3px;'><span style='font-family: verdana; font-size: 10px;'><strong>Amount Per 100g <br />                    </strong></span></td>                </tr>                <tr>                    <td align='left' style='border-style: solid; border-width: 1px;'><span style='font-family: verdana; font-size: 10px;'>&nbsp;Energy</span></td>                    <td align='center' style='border-style: solid; border-width: 1px;'><span style='font-family: verdana; font-size: 10px;'>535.4kJ/128.1kcal<br />                    </span>                    </td>                </tr>                <tr>                    <td align='left' style='border-style: solid; border-width: 1px;'><span style='font-family: verdana; font-size: 10px;'>&nbsp;Protein</span></td>                    <td align='center' style='border-style: solid; border-width: 1px;'><span style='font-family: verdana; font-size: 10px;'>1.2g<br />                    </span>                    </td>                </tr>                <tr>                    <td align='left' style='border-style: solid; border-width: 1px;'><span style='font-family: verdana; font-size: 10px;'>&nbsp;Carbohydrate</span></td>                    <td align='center' style='border-style: solid; border-width: 1px;'><span style='font-family: verdana; font-size: 10px;'>30.6g<br />                    </span>                    </td>                </tr>                <tr>                    <td align='left' style='border-style: solid; border-width: 1px;'><span style='font-family: verdana; font-size: 10px;'>&nbsp;of which sugars<br />                    </span>                    </td>                    <td align='center' style='border-style: solid; border-width: 1px;'><span style='font-family: verdana; font-size: 10px;'>26.4g<br />                    </span>                    </td>                </tr>                <tr>                    <td align='left' style='border-style: solid; border-width: 1px;'><span style='font-family: verdana; font-size: 10px;'>&nbsp;Fat</span></td>                    <td align='center' style='border-style: solid; border-width: 1px;'><span style='font-family: verdana; font-size: 10px;'>&nbsp;0.1g</span></td>                </tr>                <tr>                    <td align='left' style='border-style: solid; border-width: 1px;'><span style='font-family: verdana; font-size: 10px;'>&nbsp;of which saturates<br />                    </span>                    </td>                    <td align='center' style='border-style: solid; border-width: 1px;'><span style='font-family: verdana; font-size: 10px;'>0.0g<br />                    </span>                    </td>                </tr>                <tr>                    <td align='left' style='border-style: solid; border-width: 1px;'><span style='font-family: verdana; font-size: 10px;'>&nbsp;Fibre</span></td>                    <td align='center' style='border-style: solid; border-width: 1px;'><span style='font-family: verdana; font-size: 10px;'>0.7g<br />                    </span>                    </td>                </tr>                <tr>                    <td align='left' style='border-style: solid; border-width: 1px;' colspan='1'><span style='font-family: verdana; font-size: 10px;'>&nbsp;Sodium</span></td>                    <td align='center' style='border-style: solid; border-width: 1px;' colspan='1'><span style='font-family: verdana; font-size: 10px;'>1.9g <br />                    </span>                    </td>                </tr>                <tr>                    <td align='left' style='border-style: solid; border-width: 1px;' colspan='1'><span style='font-family: verdana; font-size: 10px;'>&nbsp;</span></td>                    <td style='border-style: solid; border-width: 1px;' colspan='1'><span style='font-family: verdana; font-size: 10px;'>&nbsp;<strong>per 25ml serving&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; %RDA*</strong><br />                    </span>                    </td>                </tr>                <tr>                    <td align='left' style='border-style: solid; border-width: 1px;' colspan='1'><span style='font-family: verdana; font-size: 10px;'>&nbsp;Vitamin A<br />                    </span>                    </td>                    <td style='border-style: solid; border-width: 1px;' colspan='1'><span style='font-family: verdana; font-size: 10px;'>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<br />                    </span>                    </td>                </tr>            </tbody>        </table>        <span style='font-family: verdana; font-size: 10px;'>        <br />        *Recommended Daily Allowance (RDA) according to EC Nutrition Labelling Directive 90/496/EEC<br />        <br />        <br />        <br />        </span>    </body></html>"
338871,"Jelly dessert<br />"
296491,"<p>Ingredients: Plum 80%, Sugar, Salt, Liquorice </p><p>This product contains liquorice </p><p>Net Wt. 110 grams </p>"
296475,"<h1 class='\productGeneral\&quot;'>Dried Lover Plums</h1><p><strong>Ingredients:</strong> <br /><br />Plum 80%, Sugar, Salt, sweetener(saccharin), liquorice, flavouring, acid(citric acid)<br /><br />Product contains liquorice</p><p><strong>Net WT:</strong> 90 grams</p>"
296483,"Sliced preserved plums<br />"
336271,"Preserved Plums<br />"
336271,"Preserved Plums<br />"
342428,"Organic honey<br />"
342428,"Organic honey<br />"
117648,"<p><strong><span style='text-decoration: underline;'>General Information</span></strong></p><p>For making and garnishing sweets</p><p>To retain freshness and flavour store in an airtight container and in a cool dry place.</p><p></p><p>Produce of several countries</p><p><strong>Ingredients</strong></p><p>almond powder</p>"
346072,"Whole Almonds<br />"
014019,"Aluminum steamer set 35cm / 14 inch<br />"
079608,"Wheat Flour<br />"
337568,"<P><STRONG><U>General Information</U></STRONG></P><P>A chilli sauce for general use</P><P>Characteristic rich chilli taste and aroma</P><P>Can be used as a dipping sauce</P><P>Keep refrigerated after opening</P><P>Product of Hong Kong</P><p/><p/><p /><p /><P><STRONG><U>Ingredients</U></STRONG></P><P>Rice Vinegar, Chilli(40%), Salt, Modified Starch, Antioxidant E300</P>"
369447,"<p><strong><span style='text-decoration: underline;'>General Information</span></strong></p><p>Fermented soya beans with salt, wheat flour and sugar</p><p>Stir-fries and stir in sauce for oriental hot pots and stews</p><p>Produce of Hong Kong</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p><strong><span style='text-decoration: underline;'>Ingredients</span></strong></p><p>Fermented salted Soya bean(soya bean 19%), Wheat flour, Salt, Soy sauce, Sugar, Water, Colour: E150a</p>"
369447,"<p><strong><span style='text-decoration: underline;'>General Information</span></strong></p><p>Fermented soya beans with salt, wheat flour and sugar</p><p>Stir-fries and stir in sauce for oriental hot pots and stews</p><p>Produce of Hong Kong</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p><strong><span style='text-decoration: underline;'>Ingredients</span></strong></p><p>Fermented salted Soya bean(soya bean 19%), Wheat flour, Salt, Soy sauce, Sugar, Water, Colour: E150a</p>"
369447,"<p><strong><span style='text-decoration: underline;'>General Information</span></strong></p><p>Fermented soya beans with salt, wheat flour and sugar</p><p>Stir-fries and stir in sauce for oriental hot pots and stews</p><p>Produce of Hong Kong</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p><strong><span style='text-decoration: underline;'>Ingredients</span></strong></p><p>Fermented salted Soya bean(soya bean 19%), Wheat flour, Salt, Soy sauce, Sugar, Water, Colour: E150a</p>"
